timestamp, name, memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/23 19:08:33.943, NVIDIA GeForce RTX 5090, 32607 MiB, 24086 MiB, 8102 MiB, 0 %, 104.18 W, 40
2026/09/23 19:08:38.950, NVIDIA GeForce RTX 5090, 32607 MiB, 24086 MiB, 8102 MiB, 0 %, 115.22 W, 41
2026/09/23 19:08:43.954, NVIDIA GeForce RTX 5090, 32607 MiB, 24086 MiB, 8102 MiB, 0 %, 137.07 W, 42
2026/09/23 19:08:48.968, NVIDIA GeForce RTX 5090, 32607 MiB, 23668 MiB, 8520 MiB, 0 %, 108.08 W, 41
2026/09/23 19:08:53.979, NVIDIA GeForce RTX 5090, 32607 MiB, 23638 MiB, 8550 MiB, 1 %, 36.89 W, 37
2026/09/23 19:08:58.991, NVIDIA GeForce RTX 5090, 32607 MiB, 23692 MiB, 8496 MiB, 0 %, 17.81 W, 35
2026/09/23 19:09:03.999, NVIDIA GeForce RTX 5090, 32607 MiB, 23692 MiB, 8496 MiB, 0 %, 14.38 W, 35
2026/09/23 19:09:09.003, NVIDIA GeForce RTX 5090, 32607 MiB, 23692 MiB, 8496 MiB, 0 %, 15.19 W, 35
2026/09/23 19:09:14.011, NVIDIA GeForce RTX 5090, 32607 MiB, 23692 MiB, 8496 MiB, 0 %, 14.19 W, 35
2026/09/23 19:09:19.017, NVIDIA GeForce RTX 5090, 32607 MiB, 23692 MiB, 8496 MiB, 0 %, 14.17 W, 34
2026/09/23 19:09:24.022, NVIDIA GeForce RTX 5090, 32607 MiB, 23692 MiB, 8496 MiB, 0 %, 13.89 W, 34
2026/09/23 19:09:29.037, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 35.99 W, 35
2026/09/23 19:09:34.038, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 13.03 W, 34
2026/09/23 19:09:39.047, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 13.63 W, 34
2026/09/23 19:09:44.061, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 13.08 W, 34
2026/09/23 19:09:49.062, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 12.91 W, 34
2026/09/23 19:09:54.075, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 13.11 W, 34
2026/09/23 19:09:59.080, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 13.14 W, 34
2026/09/23 19:10:04.088, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 13.07 W, 34
2026/09/23 19:10:09.094, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 13.23 W, 34
2026/09/23 19:10:14.109, NVIDIA GeForce RTX 5090, 32607 MiB, 23698 MiB, 8490 MiB, 0 %, 13.29 W, 34
2026/09/23 19:10:19.111, NVIDIA GeForce RTX 5090, 32607 MiB, 28404 MiB, 3784 MiB, 0 %, 103.84 W, 38
2026/09/23 19:10:24.113, NVIDIA GeForce RTX 5090, 32607 MiB, 28444 MiB, 3744 MiB, 0 %, 104.46 W, 41
2026/09/23 19:10:29.114, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 41.21 W, 37
2026/09/23 19:10:34.124, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 15.77 W, 35
2026/09/23 19:10:39.125, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.27 W, 35
2026/09/23 19:10:44.136, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 13.98 W, 35
2026/09/23 19:10:49.146, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.10 W, 34
2026/09/23 19:10:54.153, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.18 W, 34
2026/09/23 19:10:59.159, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 13.87 W, 34
2026/09/23 19:11:04.166, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.12 W, 34
2026/09/23 19:11:09.181, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.14 W, 34
2026/09/23 19:11:14.196, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.15 W, 34
2026/09/23 19:11:19.211, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.28 W, 34
2026/09/23 19:11:24.216, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.03 W, 33
2026/09/23 19:11:29.229, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 13.94 W, 33
2026/09/23 19:11:34.230, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 14.11 W, 33
2026/09/23 19:11:39.239, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 13.09 W, 33
2026/09/23 19:11:44.243, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 12.94 W, 33
2026/09/23 19:11:49.251, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 13.08 W, 33
2026/09/23 19:11:54.259, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 13.14 W, 33
2026/09/23 19:11:59.269, NVIDIA GeForce RTX 5090, 32607 MiB, 28580 MiB, 3608 MiB, 0 %, 13.02 W, 33
2026/09/23 19:12:04.284, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 98 %, 468.92 W, 62
2026/09/23 19:12:09.299, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 99 %, 326.11 W, 55
2026/09/23 19:12:14.301, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 39.59 W, 34
2026/09/23 19:12:19.306, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 18.21 W, 33
2026/09/23 19:12:24.317, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 18.03 W, 33
2026/09/23 19:12:29.327, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 17.82 W, 33
2026/09/23 19:12:34.338, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 18.01 W, 34
2026/09/23 19:12:39.344, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 17.85 W, 34
2026/09/23 19:12:44.359, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 18.07 W, 33
2026/09/23 19:12:49.367, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 18.06 W, 33
2026/09/23 19:12:54.372, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 13.59 W, 33
2026/09/23 19:12:59.385, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 13.03 W, 34
2026/09/23 19:13:04.386, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 13.07 W, 34
2026/09/23 19:13:09.400, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 13.01 W, 34
2026/09/23 19:13:14.410, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 13.11 W, 34
2026/09/23 19:13:19.412, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 13.22 W, 34
2026/09/23 19:13:24.428, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 12.75 W, 34
2026/09/23 19:13:29.435, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 99 %, 381.27 W, 55
2026/09/23 19:13:34.438, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 211.99 W, 47
2026/09/23 19:13:39.449, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 14.72 W, 36
2026/09/23 19:13:44.456, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 14.15 W, 35
2026/09/23 19:13:49.464, NVIDIA GeForce RTX 5090, 32607 MiB, 28800 MiB, 3388 MiB, 0 %, 14.12 W, 35
2026/09/23 19:13:54.469, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 433.48 W, 63
2026/09/23 19:13:59.472, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 40.10 W, 34
2026/09/23 19:14:04.483, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 22.05 W, 33
2026/09/23 19:14:09.484, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 17.92 W, 33
2026/09/23 19:14:14.497, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.99 W, 34
2026/09/23 19:14:19.499, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 17.94 W, 34
2026/09/23 19:14:24.503, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 17.85 W, 34
2026/09/23 19:14:29.516, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 17.99 W, 34
2026/09/23 19:14:34.524, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.03 W, 34
2026/09/23 19:14:39.533, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 384.54 W, 44
2026/09/23 19:14:44.537, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 397.08 W, 45
2026/09/23 19:14:49.552, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 395.47 W, 46
2026/09/23 19:14:54.565, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 394.96 W, 46
2026/09/23 19:14:59.578, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 396.35 W, 46
2026/09/23 19:15:04.592, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 394.31 W, 47
2026/09/23 19:15:09.603, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 388.54 W, 47
2026/09/23 19:15:14.603, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 384.21 W, 48
2026/09/23 19:15:19.619, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 379.49 W, 48
2026/09/23 19:15:24.630, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 376.20 W, 48
2026/09/23 19:15:29.635, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 372.85 W, 49
2026/09/23 19:15:34.636, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 368.08 W, 49
2026/09/23 19:15:39.647, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 399.95 W, 50
2026/09/23 19:15:44.648, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 394.84 W, 51
2026/09/23 19:15:49.654, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 388.72 W, 51
2026/09/23 19:15:54.657, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 385.43 W, 51
2026/09/23 19:15:59.661, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 381.65 W, 51
2026/09/23 19:16:04.670, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 378.51 W, 52
2026/09/23 19:16:09.671, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 374.53 W, 52
2026/09/23 19:16:14.677, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 371.19 W, 52
2026/09/23 19:16:19.679, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 401.28 W, 53
2026/09/23 19:16:24.686, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 396.50 W, 53
2026/09/23 19:16:29.688, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 390.34 W, 53
2026/09/23 19:16:34.702, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 385.33 W, 53
2026/09/23 19:16:39.715, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 382.59 W, 54
2026/09/23 19:16:44.727, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 378.83 W, 54
2026/09/23 19:16:49.736, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 375.30 W, 54
2026/09/23 19:16:54.747, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 380.46 W, 55
2026/09/23 19:16:59.757, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 405.18 W, 55
2026/09/23 19:17:04.760, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 398.64 W, 55
2026/09/23 19:17:09.766, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 393.10 W, 55
2026/09/23 19:17:14.774, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 405.55 W, 55
2026/09/23 19:17:19.779, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 398.80 W, 55
2026/09/23 19:17:24.793, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 393.08 W, 55
2026/09/23 19:17:29.799, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 405.41 W, 56
2026/09/23 19:17:34.813, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 399.76 W, 56
2026/09/23 19:17:39.817, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 393.52 W, 56
2026/09/23 19:17:44.824, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 87 %, 407.52 W, 56
2026/09/23 19:17:49.824, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 152.30 W, 48
2026/09/23 19:17:54.835, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 40.28 W, 45
2026/09/23 19:17:59.838, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.88 W, 45
2026/09/23 19:18:04.852, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.57 W, 45
2026/09/23 19:18:09.859, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 20.83 W, 44
2026/09/23 19:18:14.868, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 19.29 W, 43
2026/09/23 19:18:19.881, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 463.65 W, 59
2026/09/23 19:18:24.892, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 40.47 W, 43
2026/09/23 19:18:29.905, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.95 W, 42
2026/09/23 19:18:34.915, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.41 W, 41
2026/09/23 19:18:39.923, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.07 W, 41
2026/09/23 19:18:44.939, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 458.58 W, 58
2026/09/23 19:18:49.953, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 456.17 W, 58
2026/09/23 19:18:54.966, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 451.76 W, 58
2026/09/23 19:18:59.968, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 455.06 W, 59
2026/09/23 19:19:04.983, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 453.00 W, 59
2026/09/23 19:19:09.987, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 444.10 W, 59
2026/09/23 19:19:14.998, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 437.93 W, 58
2026/09/23 19:19:20.007, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 429.45 W, 54
2026/09/23 19:19:25.016, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 430.74 W, 59
2026/09/23 19:19:30.019, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 438.08 W, 55
2026/09/23 19:19:35.024, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 440.98 W, 56
2026/09/23 19:19:40.033, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 99 %, 446.01 W, 56
2026/09/23 19:19:45.037, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 453.18 W, 57
2026/09/23 19:19:50.042, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 463.17 W, 58
2026/09/23 19:19:55.045, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 98 %, 462.37 W, 61
2026/09/23 19:20:00.060, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 21.06 W, 45
2026/09/23 19:20:05.070, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.15 W, 44
2026/09/23 19:20:10.083, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.37 W, 44
2026/09/23 19:20:15.095, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.38 W, 44
2026/09/23 19:20:20.106, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.26 W, 43
2026/09/23 19:20:25.109, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.37 W, 42
2026/09/23 19:20:30.113, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.30 W, 42
2026/09/23 19:20:35.122, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.04 W, 41
2026/09/23 19:20:40.129, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.20 W, 41
2026/09/23 19:20:45.139, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 17.93 W, 40
2026/09/23 19:20:50.154, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.09 W, 40
2026/09/23 19:20:55.164, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.21 W, 40
2026/09/23 19:21:00.177, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 17.81 W, 39
2026/09/23 19:21:05.187, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.04 W, 39
2026/09/23 19:21:10.194, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.02 W, 38
2026/09/23 19:21:15.209, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 17.96 W, 38
2026/09/23 19:21:20.214, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.26 W, 38
2026/09/23 19:21:25.227, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 18.21 W, 37
2026/09/23 19:21:30.235, NVIDIA GeForce RTX 5090, 32607 MiB, 28804 MiB, 3384 MiB, 0 %, 17.84 W, 37
2026/09/23 19:21:35.245, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 20.86 W, 37
2026/09/23 19:21:40.255, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.00 W, 37
2026/09/23 19:21:45.270, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.31 W, 36
2026/09/23 19:21:50.273, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.06 W, 36
2026/09/23 19:21:55.275, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.03 W, 36
2026/09/23 19:22:00.277, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 17.98 W, 36
2026/09/23 19:22:05.283, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.21 W, 35
2026/09/23 19:22:10.295, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 17.96 W, 35
2026/09/23 19:22:15.309, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.31 W, 35
2026/09/23 19:22:20.316, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.38 W, 35
2026/09/23 19:22:25.318, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.08 W, 35
2026/09/23 19:22:30.327, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 17.90 W, 34
2026/09/23 19:22:35.343, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.26 W, 34
2026/09/23 19:22:40.352, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.18 W, 34
2026/09/23 19:22:45.360, NVIDIA GeForce RTX 5090, 32607 MiB, 23 MiB, 32165 MiB, 0 %, 18.12 W, 34
2026/09/23 19:22:50.367, NVIDIA GeForce RTX 5090, 32607 MiB, 690 MiB, 31498 MiB, 0 %, 64.93 W, 35
2026/09/23 19:22:55.380, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 6 %, 95.28 W, 36
2026/09/23 19:23:00.393, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 2 %, 27.56 W, 34
2026/09/23 19:23:05.398, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 7 %, 21.86 W, 33
2026/09/23 19:23:10.410, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 4 %, 20.73 W, 33
2026/09/23 19:23:15.411, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 12 %, 18.15 W, 34
2026/09/23 19:23:20.421, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 12 %, 17.62 W, 34
2026/09/23 19:23:25.423, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 18 %, 16.47 W, 34
2026/09/23 19:23:30.437, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 4 %, 16.32 W, 34
2026/09/23 19:23:35.448, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 14 %, 18.67 W, 34
2026/09/23 19:23:40.453, NVIDIA GeForce RTX 5090, 32607 MiB, 23288 MiB, 8900 MiB, 11 %, 16.49 W, 34
2026/09/23 19:23:45.460, NVIDIA GeForce RTX 5090, 32607 MiB, 28736 MiB, 3452 MiB, 52 %, 28.45 W, 35
2026/09/23 19:23:50.476, NVIDIA GeForce RTX 5090, 32607 MiB, 23504 MiB, 8684 MiB, 0 %, 23.76 W, 35
2026/09/23 19:23:55.478, NVIDIA GeForce RTX 5090, 32607 MiB, 23578 MiB, 8610 MiB, 3 %, 13.29 W, 34
2026/09/23 19:24:00.488, NVIDIA GeForce RTX 5090, 32607 MiB, 23578 MiB, 8610 MiB, 0 %, 13.35 W, 34
2026/09/23 19:24:05.496, NVIDIA GeForce RTX 5090, 32607 MiB, 23662 MiB, 8526 MiB, 0 %, 13.12 W, 34
2026/09/23 19:24:10.509, NVIDIA GeForce RTX 5090, 32607 MiB, 23662 MiB, 8526 MiB, 0 %, 13.39 W, 34
2026/09/23 19:24:15.519, NVIDIA GeForce RTX 5090, 32607 MiB, 23752 MiB, 8436 MiB, 0 %, 32.65 W, 36
2026/09/23 19:24:20.533, NVIDIA GeForce RTX 5090, 32607 MiB, 23752 MiB, 8436 MiB, 0 %, 13.32 W, 34
2026/09/23 19:24:25.539, NVIDIA GeForce RTX 5090, 32607 MiB, 23752 MiB, 8436 MiB, 0 %, 13.34 W, 34
2026/09/23 19:24:30.552, NVIDIA GeForce RTX 5090, 32607 MiB, 23566 MiB, 8622 MiB, 0 %, 135.10 W, 40
2026/09/23 19:24:35.556, NVIDIA GeForce RTX 5090, 32607 MiB, 23824 MiB, 8364 MiB, 33 %, 53.30 W, 37
2026/09/23 19:24:40.560, NVIDIA GeForce RTX 5090, 32607 MiB, 23824 MiB, 8364 MiB, 0 %, 26.37 W, 35
2026/09/23 19:24:45.566, NVIDIA GeForce RTX 5090, 32607 MiB, 23824 MiB, 8364 MiB, 0 %, 17.31 W, 34
2026/09/23 19:24:50.581, NVIDIA GeForce RTX 5090, 32607 MiB, 23824 MiB, 8364 MiB, 0 %, 80.04 W, 38
